URL,Series_name,Map,Soil subgroup UK,WRB_correlation_landgis,WRB_correlation_0,WRB_correlation_1,WRB_correlation_2
https://www.landis.org.uk/soilsguide/series.cfm?serno=516,7.13 FFOREST (Fo) (516),,3 cambic stagnogley soils,Chromic Eutric Albic Stagnosols,Eutric Luvic Stagnosols (Chromic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1010,7.11 KINGS NEWTON (Kt) (1010),,1 typical stagnogley soils,Ruptic Eutric Luvic Stagnosols,Eutric Luvic Stagnosols (Ruptic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1305,7.11 NETCHWOOD (Nw) (1305),,1 typical stagnogley soils,Siltic Eutric Luvic Stagnosols,Eutric Luvic Stagnosols (Siltic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=006 ,7.13 ALBRIGHTON (Ab) (6),,3 cambic stagnogley soils,Siltic Eutric Stagnosols,Eutric Luvic Stagnosols (Siltic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1933,7.13 TICKNALL (tL) (1933),,3 cambic stagnogley soils,Siltic Eutric Stagnosols,Eutric Luvic Stagnosols (Siltic),Eutric Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=103,7.13 BARDSEY (By) (103),,3 cambic stagnogley soils,Eutric Planosols,Eutric Planosols,Eutric Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1520,7.13 PORTINGTON (Pv) (1520),,3 cambic stagnogley soils,Ruptic Eutric Planosols,Eutric Planosols (Ruptic),Eutric Planosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1304,5.42 NERCWYS (Nc) (1304),,2 stagnogleyic brown earths,Eutric Stagnic Cambisols,Eutric Stagnic Cambisols,Eutric Stagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=142,7.13 BRICKFIELD (Br) (142),,3 cambic stagnogley soils,Eutric Stagnosols,Eutric Stagnosols,Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=646,7.13 GREYLAND (gJ) (646),,3 cambic stagnogley soils,Eutric Stagnosols,Eutric Stagnosols,Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1839,7.12 SPETCHLEY (Sy) (1839),,2 pelo-stagnogley soils,Clayic Chromic Eutric Stagnosols,"Eutric Stagnosols (Clayic, Chromic)",Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=244,7.12 CREWE (Cg) (244),,2 pelo-stagnogley soils,Clayic Chromic Eutric Stagnosols,"Eutric Stagnosols (Clayic, Chromic)",Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1137,7.12 LAWFORD (LD) (1137),,2 pelo-stagnogley soils,Clayic Ruptic Eutric Stagnosols,"Eutric Stagnosols (Clayic, Ruptic)",Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1905,7.12 TEDBURN (Tn) (1905),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=300,7.12 DALE (Dl) (300),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=506,7.12 FOGGATHORPE (Fp) (506),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=702,7.12 HALLSWORTH (Hk) (702),,2 pelo-stagnogley soils,Clayic Eutric Stagnosols,Eutric Stagnosols (Clayic),Eutric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2241,7.12 WINDSOR (Wn) (2241),,2 pelo-stagnogley soils,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=306,7.12 DENCHWORTH (Da) (306),,2 pelo-stagnogley soils,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,Eutric Vertic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=179,5.55 BENTLEY (BX) (179),,5 gleyic argillic brown sands,Arenic Magniferric Endogleyic Luvisols,"Ferric Endogleyic Luvisols (Arenic, Magnesic)",Ferric Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=351,5.55 DOWNHAM (DM) (351),,5 gleyic argillic brown sands,Arenic Magniferric Endogleyic Luvisols,"Ferric Endogleyic Luvisols (Arenic, Magnesic)",Ferric Endogleyic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=228,5.62 CLWYD (Cl) (228),,2 gleyic brown alluvial soils,Siltic Fluvic Gleyic Cambisols,Fluvic Gleyic Cambisols (Siltic),Fluvic Gleyic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=018 ,8.51 APPLEDORE (Ap) (18),,1 typical humic-alluvial gley soils,Clayic Fluvic Mollic Gleysols,Fluvic Mollic Gleysols (Clayic),Fluvic Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=314,8.51 DOWNHOLLAND (Do) (314),,1 typical humic-alluvial gley soils,Clayic Fluvic Mollic Gleysols,Fluvic Mollic Gleysols (Clayic),Fluvic Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2272,8.51 WENSUM (WM) (2272),,1 typical humic-alluvial gley soils,Thaptohistic Fluvic Mollic Gleysols,Fluvic Mollic Gleysols (Thaptohistic),Fluvic Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1334,8.15 NORMOOR (nR) (1334),,5 sulphuric alluvial gley soils,Clayic Fluvic Thionic Gleysols,Fluvic Thionic Gleysols (Clayic),Fluvic Thionic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1868,8.15 SHOTFORD (SJ) (1868),,5 sulphuric alluvial gley soils,Clayic Thionic Fluvic Gleysols,Fluvic Thionic Gleysols (Clayic),Fluvic Thionic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=194,8.22 BRANCASTER (Brn) (194),,2 calcareous sandy gley soils,Arenic Salic Fluvisols,"Fluvisols (Arenic, Salic) ",,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5017,9.26 WET CHINA CLAY SPOIL (wCC) (5017),missing,"6 permeable, seasonally wet raw made ground soils",Gleyic Spolic Technosols,Gleyic Spolic Technosols,Gleyic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5019,9.51 COPROLITE WASHINGS (wCP) (5019),missing,1 calcareous well aerated made ground soils,Gleyic Spolic Technosols (Calcaric),Gleyic Spolic Technosols (Calcaric),Gleyic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=745,8.41 HURST (hR) (745),,1 typical argillic gley soils,Endoskeletic Luvic Gleysols,"Gleysols (Endoskeletic, Luvic)",,
https://www.landis.org.uk/soilsguide/series.cfm?serno=120,8.41 BINSTEAD (Bu) (120),,1 typical argillic gley soils,Luvic Gleysols,Gleysols (Luvic),,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1858,8.41 SWANWICK (Sc) (1858),,1 typical argillic gley soils,Luvic Gleysols,Gleysols (Luvic),,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1882,8.41 SHABBINGTON (Shb) (1882),,1 typical argillic gley soils,Luvic Gleysols,Gleysols (Luvic),,
https://www.landis.org.uk/soilsguide/series.cfm?serno=249,8.41 CURDRIDGE (cU) (249),,1 typical argillic gley soils,Luvic Gleysols,Gleysols (Luvic),,
https://www.landis.org.uk/soilsguide/series.cfm?serno=020 ,5.71 ARDINGTON (aR) (20),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=094,5.71 BRIDPORT (Bpt) (94),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1138,5.71 LUDFORD (LF) (1138),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1264,5.71 MAPLESTEAD (MM) (1264),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2271,5.71 WEASENHAM (Wea) (2271),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=337,5.71 DUNDALE (dL) (337),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=710,5.71 HARWELL (Ha) (710),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=780,5.71 HUNSTANTON (hX) (780),,1 typical argillic brown earths,Haplic Luvisols,Haplic Luvisols,Haplic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1533,3.11 PRESELI (pE) (1533),,1 humic rankers,Histic Leptosols,Histic Leptosols,Histic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=007 ,3.31 ALED (Aj) (7),,1 typical ranker-like alluvial soils,Lithic Leptosols,Lithic Leptosols,Lithic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=092,3.31 BREAMISH (BH) (92),,1 typical ranker-like alluvial soils,Lithic Leptosols,Lithic Leptosols,Lithic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=148,7.11 BROCKHURST (Bi) (148),,1 typical stagnogley soils,Chromi-Albic Luvic Planosols,Luvic Albic Planosols (Chromic),Luvic Albic Planosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=008 ,7.11 ALDEBY (aD) (8),,1 typical stagnogley soils,Albic Ruptic Luvic Planosols,Luvic Albic Planosols (Ruptic),Luvic Albic Planosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1413,7.14 OAKLEY (Oy) (1413),,4 paleo-argillic stagnogley soils,Albic Luvic Stagnosols,Luvic Albic Stagnosols,Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=96,7.11 BURITON (Bur) (96),,1 typical stagnogley soils,Endoskeletic Albic Luvic Stagnosols,Luvic Albic Stagnosols (Endoskeletic),Luvic Albic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1503,8.41 PARK GATE (Pz) (1503),,1 typical argillic gley soils,Siltic Luvic Gleysols,Luvic Gleysols (Siltic),Luvic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=721,7.11 HENDRED (hE) (721),,1 typical stagnogley soils,Luvic Stagnosols,Luvic Stagnosols,Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1400,7.14 OAK (Oq) (1400),,4 paleo-argillic stagnogley soils,Chromic Luvic Stagnosols,Luvic Stagnosols (Chromic),Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=275,7.11 CRANBROOK (Cbk) (275),,1 typical stagnogley soils,Siltic Luvic Stagnosols,Luvic Stagnosols (Siltic),Luvic Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=518,5.54 FRILFORD (Fi) (518),,4 argillic brown sands,Arenic Luvisols,Luvisols (Arenic) ,,
https://www.landis.org.uk/soilsguide/series.cfm?serno=705,5.71 HAMBLE (hL) (705),,1 typical argillic brown earths,Siltic Luvisols,Luvisols (Siltic),,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1895,8.31 SESSAY (Ssy) (1895),,1 typical cambic gley soils,Mollic Gleysols,Mollic Gleysols,Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2232,8.31 WIGTON MOOR (Ww) (2232),,1 typical cambic gley soils,Mollic Gleysols,Mollic Gleysols,Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=610,8.72 GOTHAM MOOR (Gm) (610),,2 calcareous humic gley soils,Mollic Gleysols,Mollic Gleysols,Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=708,8.71 HANWORTH (Hq) (708),,1 typical humic gley soils,Mollic Gleysols,Mollic Gleysols,Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=124,8.21 BLACKWOOD (bK) (124),,1 typical sandy gley soils,Mollic Gleysols (Arenic),Mollic Gleysols (Arenic),Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=417,8.21 EVERINGHAM (Eq) (417),,1 typical sandy gley soils,Mollic Gleysols (Arenic),Mollic Gleysols (Arenic),Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=805,8.61 ISLEHAM (Id) (805),,1 typical humic-sandy gley soils,Mollic Gleysols (Arenic),Mollic Gleysols (Arenic),Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2307,8.31 YEOLLANDPARK (Yk) (2307),,1 typical cambic gley soils,Endoskeletic Mollic Gleysols,Mollic Gleysols (Endoskeletic),Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=809,8.73 IRETON (In) (809),,3 argillic humic gley soils,Luvic Mollic Gleysols,Mollic Gleysols (Luvic),Mollic Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1136,10.11 LONGMOSS (LN) (1136),,1 raw oligo-fibrous peat soils,Ombric Fibric Histosols,Ombric Fibric Histosols,Ombric Fibric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2242,10.11 WINTER HILL (WH) (2242),,1 raw oligo-fibrous peat soils,Ombric Fibric Histosols,Ombric Fibric Histosols,Ombric Fibric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=262,10.13 CROWDY (CJ) (262),,3 raw oligo-amorphous peat soils,Ombric Sapric Histosols,Ombric Sapric Histosols,Ombric Sapric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1205,3.41 MARIAN (mR) (1205),,1 humic rendzinas,Rendzic Leptosols,Rendzic Leptosols,Rendzic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=195,3.42 BOLINGBROKE (Bgb) (195),,2 grey rendzinas,Rendzic Leptosols,Rendzic Leptosols,Rendzic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2004,3.42 UPTON (Up) (2004),,2 grey rendzinas,Rendzic Leptosols,Rendzic Leptosols,Rendzic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2204,3.42 WANTAGE (Wb) (2204),,2 grey rendzinas,Rendzic Leptosols,Rendzic Leptosols,Rendzic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=800,3.41 ICKNIELD (Ia) (800),,1 humic rendzinas ,Rendzic Leptosols,Rendzic Leptosols,Rendzic Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=035 ,10.22 ALTCAR (Aq) (35),,2 earthy eu-fibrous peat soils,Rheic Drainic Fibric Histosols,Rheic Drainic Fibric Histosols,Rheic Drainic Fibric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=041 ,10.22 ACRE (AC) (41),,2 earthy eu-fibrous peat soils,Rheic Drainic Fibric Histosols,Rheic Drainic Fibric Histosols,Rheic Drainic Fibric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=004,10.24 ADVENTURERS' (An) (4),,4 earthy eutro-amorphous peat soils,Rheic Drainic Sapric Histosols,Rheic Drainic Sapric Histosols,Rheic Drainic Sapric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=132,10.24 BOTTISHAM (bO) (132),,4 earthy eutro-amorphous peat soils,Rheic Drainic Sapric Histosols,Rheic Drainic Sapric Histosols,Rheic Drainic Sapric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1928,10.21 TURBARY MOOR (M) (1928),,1 earthy oligo-fibrous peat soils,Rheic Drainic Sapric Histosols,Rheic Drainic Sapric Histosols,Rheic Drainic Sapric Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1255,10.25 MENDHAM (mP) (1255),,5 earthy sulphuric peat soils,Rheic Drainic Sapric Thionic Histosols,Rheic Drainic Sapric Thionic Histosols,Rheic Drainic Sapric Thionic Histosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2252,5.41 WRINGTON (Wg) (2252),,1 typical brown earths,Chromic Skeletic Cambisols,Skeletic Chromic Cambisols,Skeletic Chromic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1800,5.54 ST ALBANS (SA) (1800),,4 argillic brown sands,Chromic Skeletic Luvisols,Skeletic Chromic Luvisols,Skeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1814,5.71 SHALDON (sH) (1814),,1 typical argillic brown earths,Chromic Skeletic Luvisols,Skeletic Chromic Luvisols,Skeletic Chromic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=108,6.11 BATCH (bH) (108),,1 typical brown podzolic soils,Skeletic Endoleptic Entic Podzols,Skeletic Endoleptic Entic Podzols,Skeletic Endoleptic Entic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5020,9.51 CRSE COPROLITE WASTE (cCP) (5020),missing,1 calcareous well aerated made ground soils,Spolic Technosols (Calcaric),Spolic Technosols (Calcaric),Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5022,9.62 FLY/CY RST IRONSTONE (yIR) (5022),missing,"2 neutral, base-rich dense, seasonally wet made ground soils","Spolic Technosols (Eutric, Epiloamic, Endoclayic, Brunic)","Spolic Technosols (Eutric, Epiloamic, Endoclayic, Brunic)",Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5021,9.52 FLY RST IRONSTONE (fIR) (5021),missing,"2 neutral, base-rich well aerated made ground soils","Spolic Technosols (Eutric, Loamic)","Spolic Technosols (Eutric, Loamic)",Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5029,9.44 VEG SHALE SPOIL (vSS) (5029),missing,"4 acid-humose, base-rich dense made ground soils","Spolic Technosols (Hyperskeletic, Ochric)","Spolic Technosols (Hyperskeletic, Ochric)",Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5028,9.23 RAW SHALE SPOIL (rSS) (5028),missing,3 dense raw made ground soils,Spolic Technosols (Hyperskeletic),Spolic Technosols (Hyperskeletic),Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5015,9.57 VEG CHINA CLAY SPOIL (vCC) (5015),missing,"7 slightly acid, base-poor well aerated made ground soils",Spolic Technosols (Ochric),Spolic Technosols (Ochric),Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5025,9.51 REPLACED LST (rLS) (5025),missing,1 calcareous well aerated made ground soils,"Spolic Technosols (Skeletic, Calcaric)","Spolic Technosols (Skeletic, Calcaric)",Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5014,9.24 RAW CHINA CLAY SPOIL (rCC) (5014),missing,4 well aerated raw made ground soils,Spolic Technosols (Skeletic),Spolic Technosols (Skeletic),Spolic Technosols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=733,6.43 HOLIDAYS HILL (hY) (733),,3 stagnogley-podzols,Ruptic Stagnic Albic Carbic Podzols,Stagnic Albic Carbic Podzols (Ruptic),Stagnic Albic Carbic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1552,6.43 POUNDGATE (PG) (1552),,3 stagnogley-podzols,Stagnic Albic Podzols,Stagnic Albic Podzols,Stagnic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=131,6.43 BOLDERWOOD (bR) (131),,3 stagnogley-podzols,Ruptic Stagnic Albic Podzols,Stagnic Albic Podzols (Ruptic) ,Stagnic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=526,6.43 FELTHORPE (fT) (526),,3 stagnogley-podzols,Ruptic Stagnic Albic Podzols,Stagnic Albic Podzols (Ruptic) ,Stagnic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=526,6.43 FELTHORPE (fT) (526),,3 stagnogley-podzols,Ruptic Stagnic Albic Podzols,Stagnic Albic Podzols (Ruptic) ,Stagnic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1871,4.21 STOW (SW) (1871),,1 typical non-calcareous pelosols,Stagnic Cambisols,Stagnic Cambisols,Stagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=284,5.42 CHERUBEER (Chb) (284),,2 stagnogleyic brown earths,Ruptic Endoclayic Stagnic Cambisols,"Stagnic Cambisols (Endoclayic, Ruptic)",Stagnic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=703,4.21 HALSTOW (Hw) (703),,1 typical non-calcareous pelosols,Endoleptic Stagnic Cambisols,Stagnic Endoleptic Cambisols,Stagnic Endoleptic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=645,6.54 GELLIGAER (GG) (645),,4 ferric stagnopodzols,Endoleptic Histic Stagnic Albic Podzols,Stagnic Histic Endoleptic Albic Podzols,Stagnic Histic Endoleptic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=036 ,6.51 ADDERSTONE (aS) (36),,1 ironpan stagnopodzols,Placic Endoleptic Histic Stagnic Albic Podzols,Stagnic Histic Endoleptic Albic Podzols (Placic),Stagnic Histic Endoleptic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=113,6.51 BELMONT (Bo) (113),,1 ironpan stagnopodzols,Placic Endoleptic Histic Stagnic Albic Podzols,Stagnic Histic Endoleptic Albic Podzols (Placic),Stagnic Histic Endoleptic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1247,6.52 MAW (MA) (1247),,2 humus-ironpan stagnopodzols,Placic Endoleptic Histic Stagnic Albic Podzols,Stagnic Histic Endoleptic Albic Podzols (Placic),Stagnic Histic Endoleptic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=525,4.31 FAULKBOURNE (fK) (525),,1 typical argillic pelosols,Clayic Stagnic Luvisols,Stagnic Luvisols (Clayic),Stagnic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=047 ,5.72 ARROWAN (aM) (47),,2 stagnogleyic argillic brown earths,Ruptic Stagnic Luvisols,Stagnic Podzols (Ruptic) ,Stagnic Podzols ,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5023,9.62 CY RST IRONSTONE (cIR) (5023),missing,"2 neutral, base-rich dense, seasonally wet made ground soils","Stagnic Spolic Technosols (Calcaric, Clayic)","Stagnic Spolic Technosols (Calcaric, Clayic)",Stagnic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5027,9.63 LEACHED RST OPENCAST (lRO) (5027),missing,"3 leached, base-rich dense, seasonally wet made ground soils",Stagnic Spolic Technosols (Dystric),Stagnic Spolic Technosols (Dystric),Stagnic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5024,9.41 REPLACED TILL (rTL) (5024),missing,1 calcareous dense made ground soils,Stagnic Spolic Technosols (Dystric),Stagnic Spolic Technosols (Dystric),Stagnic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5026,9.62 NEUTRAL RST OPENCAST (nRO) (5026),missing,"2 neutral, base-rich dense, seasonally wet made ground soils",Stagnic Spolic Technosols (Eutric),Stagnic Spolic Technosols (Eutric),Stagnic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=034 ,4.21 ALTHORNE (aH) (34),,1 typical non-calcareous pelosols,Stagnic Vertic Cambisols,Stagnic Vertic Cambisols,Stagnic Vertic Cambisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=5016,9.27 CHINA CLAY SLURRY (sCC) (5016),missing,7 permanently wet raw made ground soils,Subaquatic Spolic Technosols,Subaquatic Spolic Technosols,Subaquatic Spolic Technosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=054 ,6.42 AXON (AX) (54),,2 humo-ferric gley-podzols,Umbric Endogleyic Albic Podzols,Umbric Endogleyic Albic Podzols,Umbric Endogleyic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1100,6.42 LAKENHEATH (Lx) (1100),,2 humo-ferric gley-podzols,Umbric Endogleyic Albic Podzols,Umbric Endogleyic Albic Podzols,Umbric Endogleyic Albic Podzols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=508,8.71 FORDHAM (Ff) (508),,1 typical humic gley soils,Umbric Gleysols,Umbric Gleysols,Umbric Gleysols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1523,3.13 POWYS (Ph) (1523),,3 brown rankers,Umbric Leptosols,Umbric Leptosols,Umbric Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2260,3.11 WETTON (WE) (2260),,1 humic rankers,Umbric Leptosols,Umbric Leptosols,Umbric Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=332,3.13 DUNWELL (Dz) (332),,3 brown rankers,Umbric Leptosols,Umbric Leptosols,Umbric Leptosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=1022,7.21 KIELDER (K) (1022),,1 cambic stagnohumic gley soils,Umbric Stagnosols,Umbric Stagnosols,Umbric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=2235,7.21 WILCOCKS (Wo) (2235),,1 cambic stagnohumic gley soils,Umbric Stagnosols,Umbric Stagnosols,Umbric Stagnosols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=770,4.31 HORNTON (HT) (770),,1 typical argillic pelosols,Vertic Endostagnic Endoleptic Luvisols,Vertic Endostagnic Endoleptic Luvisols,Vertic Endostagnic Endoleptic Luvisols,
https://www.landis.org.uk/soilsguide/series.cfm?serno=766,4.31 HOLDENBY (HM) (766),,1 typical argillic pelosols,Vertic Endostagnic Luvisols,Vertic Endostagnic Luvisols,Vertic Endostagnic Luvisols,